estado,fecha,casos_acumulados_um,casos_acumulados_res,muertes_acumuladas_um,muertes_acumuladas_res,casos_nuevos_um,casos_nuevos_res,muertes_nuevas_um,muertes_nuevas_res
Sinaloa,2020-05-26,2827,2813,427,423,19,19,21,21
Sinaloa,2020-05-27,2917,2903,431,427,90,90,4,4
Sinaloa,2020-05-28,3030,3014,448,444,113,111,17,17
Sinaloa,2020-05-29,3139,3125,460,456,109,111,12,12
Sinaloa,2020-05-30,3275,3261,488,484,136,136,28,28
Sinaloa,2020-05-31,3437,3421,501,497,162,160,13,13
Sinaloa,2020-06-01,3595,3580,522,517,158,159,21,20
Sinaloa,2020-06-02,3713,3699,548,543,118,119,26,26
Sinaloa,2020-06-03,3917,3903,624,618,204,204,76,75
Sinaloa,2020-06-04,4050,4036,646,640,133,133,22,22
Sinaloa,2020-06-05,4253,4237,673,667,203,201,27,27
Sinaloa,2020-06-06,4421,4405,684,678,168,168,11,11
Sinaloa,2020-06-07,4569,4551,708,702,148,146,24,24
Sinaloa,2020-06-08,4779,4762,732,726,210,211,24,24
Sinaloa,2020-06-09,4883,4866,774,768,104,104,42,42
Sinaloa,2020-06-10,5080,5062,800,794,197,196,26,26
Sinaloa,2020-06-11,5210,5191,835,829,130,129,35,35
Sinaloa,2020-06-12,5333,5314,852,846,123,123,17,17
Sinaloa,2020-06-13,5382,5366,867,861,49,52,15,15
Sinaloa,2020-06-14,5651,5635,879,872,269,269,12,11
Sinaloa,2020-06-15,5870,5854,907,901,219,219,28,29
Sinaloa,2020-06-16,5962,5945,933,927,92,91,26,26
Sinaloa,2020-06-17,6036,6019,953,947,74,74,20,20
Sinaloa,2020-06-18,6170,6154,967,961,134,135,14,14
Sinaloa,2020-06-19,6347,6328,990,983,177,174,23,22
Sinaloa,2020-06-20,6495,6478,1005,998,148,150,15,15
Sonora,2020-03-17,1,NA,0,NA,1,NA,0,NA
Sonora,2020-03-18,1,NA,0,NA,0,NA,0,NA
Sonora,2020-03-19,2,NA,0,NA,1,NA,0,NA
Sonora,2020-03-20,2,NA,0,NA,0,NA,0,NA
Sonora,2020-03-21,2,NA,0,NA,0,NA,0,NA
Sonora,2020-03-22,4,NA,0,NA,2,NA,0,NA
Sonora,2020-03-23,4,NA,0,NA,0,NA,0,NA
Sonora,2020-03-24,4,NA,0,NA,0,NA,0,NA
Sonora,2020-03-25,4,NA,0,NA,0,NA,0,NA
Sonora,2020-03-26,7,NA,0,NA,3,NA,0,NA
Sonora,2020-03-27,8,NA,0,NA,1,NA,0,NA
Sonora,2020-03-28,10,NA,0,NA,2,NA,0,NA
Sonora,2020-03-29,14,NA,0,NA,4,NA,0,NA
Sonora,2020-03-30,17,NA,0,NA,3,NA,0,NA
Sonora,2020-03-31,17,NA,0,NA,0,NA,0,NA
Sonora,2020-04-01,18,NA,0,NA,1,NA,0,NA
Sonora,2020-04-02,21,NA,0,NA,3,NA,0,NA
Sonora,2020-04-03,22,NA,0,NA,1,NA,0,NA
Sonora,2020-04-04,27,NA,1,NA,5,NA,1,NA
Sonora,2020-04-05,28,NA,1,NA,1,NA,0,NA
Sonora,2020-04-06,30,NA,1,NA,2,NA,0,NA
Sonora,2020-04-07,35,NA,1,NA,5,NA,0,NA
Sonora,2020-04-08,46,NA,2,NA,11,NA,1,NA
Sonora,2020-04-09,48,NA,4,NA,2,NA,2,NA
Sonora,2020-04-10,55,NA,5,NA,7,NA,1,NA
Sonora,2020-04-11,65,NA,5,NA,10,NA,0,NA
Sonora,2020-04-12,69,69,5,5,4,NA,0,NA
Sonora,2020-04-13,72,74,9,9,3,5,4,4
Sonora,2020-04-14,73,75,9,9,1,1,0,0
Sonora,2020-04-15,78,80,9,9,5,5,0,0
Sonora,2020-04-16,89,91,10,11,11,11,1,2
Sonora,2020-04-17,97,101,10,11,8,10,0,0
Sonora,2020-04-18,108,112,10,11,11,11,0,0
Sonora,2020-04-19,117,121,12,13,9,9,2,2
Sonora,2020-04-20,117,121,12,13,0,0,0,0
Sonora,2020-04-21,114,118,13,14,-3,-3,1,1
Sonora,2020-04-22,122,132,13,14,8,14,0,0
Sonora,2020-04-23,127,139,16,17,5,7,3,3
Sonora,2020-04-24,138,150,16,17,11,11,0,0
Sonora,2020-04-25,135,149,18,20,-3,-1,2,3
Sonora,2020-04-26,144,167,18,20,9,18,0,0
Sonora,2020-04-27,159,182,18,20,15,15,0,0
Sonora,2020-04-28,163,190,19,21,4,8,1,1
Sonora,2020-04-29,173,202,20,22,10,12,1,1
Sonora,2020-04-30,186,215,20,22,13,13,0,0
Sonora,2020-05-01,214,240,23,24,28,25,3,2
Sonora,2020-05-02,223,249,23,24,9,9,0,0
Sonora,2020-05-03,239,266,23,24,16,17,0,0
Sonora,2020-05-04,252,280,23,24,13,14,0,0
Sonora,2020-05-05,271,307,23,24,19,27,0,0
Sonora,2020-05-06,304,342,24,29,33,35,1,5
Sonora,2020-05-07,350,387,25,30,46,45,1,1
Sonora,2020-05-08,378,415,25,30,28,28,0,0
Sonora,2020-05-09,440,476,26,31,62,61,1,1
Sonora,2020-05-10,466,504,27,32,26,28,1,1
Sonora,2020-05-11,505,541,28,33,39,37,1,1
Sonora,2020-05-12,530,567,29,37,25,26,1,4
Sonora,2020-05-13,599,642,30,38,69,75,1,1
Sonora,2020-05-14,645,687,31,39,46,45,1,1
Sonora,2020-05-15,709,757,34,42,64,70,3,3
Sonora,2020-05-16,751,800,35,43,42,43,1,1
Sonora,2020-05-17,831,882,37,45,80,82,2,2
Sonora,2020-05-18,852,910,38,46,21,28,1,1
Sonora,2020-05-19,927,985,45,53,75,75,7,7
Sonora,2020-05-20,958,1020,49,58,31,35,4,5
Sonora,2020-05-21,1066,1124,53,64,108,104,4,6
Sonora,2020-05-22,1122,1194,56,67,56,70,3,3
Sonora,2020-05-23,1189,1264,63,74,67,70,7,7
Sonora,2020-05-24,1364,1440,69,80,175,176,6,6
Sonora,2020-05-25,1372,1451,72,84,8,11,3,4
Sonora,2020-05-26,1496,1576,84,96,124,125,12,12
Sonora,2020-05-27,1526,1613,88,100,30,37,4,4
Sonora,2020-05-28,1562,1650,91,103,36,37,3,3
Sonora,2020-05-29,1716,1803,102,114,154,153,11,11
Sonora,2020-05-30,1765,1865,109,121,49,62,7,7
Sonora,2020-05-31,1990,2091,111,123,225,226,2,2
Sonora,2020-06-01,2040,2142,116,129,50,51,5,6
Sonora,2020-06-02,2229,2334,132,145,189,192,16,16
Sonora,2020-06-03,2358,2467,142,155,129,133,10,10
Sonora,2020-06-04,2566,2676,156,169,208,209,14,14
Sonora,2020-06-05,2616,2727,165,190,50,51,9,21
Sonora,2020-06-06,2755,2865,176,201,139,138,11,11
Sonora,2020-06-07,2871,2984,177,203,116,119,1,2
Sonora,2020-06-08,2937,3049,180,206,66,65,3,3
Sonora,2020-06-09,3195,3310,203,230,258,261,23,24
Sonora,2020-06-10,3261,3376,216,243,66,66,13,13
Sonora,2020-06-11,3433,3548,230,258,172,172,14,15
Sonora,2020-06-12,3593,3715,244,272,160,167,14,14
Sonora,2020-06-13,3714,3837,256,284,121,122,12,12
Sonora,2020-06-14,3860,3983,273,303,146,146,17,19
Sonora,2020-06-15,3956,4097,282,321,96,114,9,18
Sonora,2020-06-16,3984,4134,306,351,28,37,24,30
Sonora,2020-06-17,4042,4192,312,360,58,58,6,9
Sonora,2020-06-18,4376,4530,331,379,334,338,19,19
Sonora,2020-06-19,4620,4779,356,405,244,249,25,26
Sonora,2020-06-20,4798,4958,365,419,178,179,9,14
Tabasco,2020-03-18,1,NA,0,NA,1,NA,0,NA
Tabasco,2020-03-19,1,NA,0,NA,0,NA,0,NA
Tabasco,2020-03-20,2,NA,0,NA,1,NA,0,NA
Tabasco,2020-03-21,4,NA,0,NA,2,NA,0,NA
Tabasco,2020-03-22,5,NA,0,NA,1,NA,0,NA
Tabasco,2020-03-23,6,NA,0,NA,1,NA,0,NA
Tabasco,2020-03-24,6,NA,0,NA,0,NA,0,NA
Tabasco,2020-03-25,6,NA,0,NA,0,NA,0,NA
Tabasco,2020-03-26,17,NA,0,NA,11,NA,0,NA
Tabasco,2020-03-27,21,NA,0,NA,4,NA,0,NA
Tabasco,2020-03-28,27,NA,0,NA,6,NA,0,NA
Tabasco,2020-03-29,33,NA,0,NA,6,NA,0,NA
Tabasco,2020-03-30,38,NA,0,NA,5,NA,0,NA
Tabasco,2020-03-31,48,NA,0,NA,10,NA,0,NA
Tabasco,2020-04-01,52,NA,1,NA,4,NA,1,NA
Tabasco,2020-04-02,62,NA,3,NA,10,NA,2,NA
Tabasco,2020-04-03,73,NA,3,NA,11,NA,0,NA
Tabasco,2020-04-04,83,NA,3,NA,10,NA,0,NA
Tabasco,2020-04-05,97,NA,4,NA,14,NA,1,NA
Tabasco,2020-04-06,107,NA,8,NA,10,NA,4,NA
Tabasco,2020-04-07,108,NA,8,NA,1,NA,0,NA
Tabasco,2020-04-08,112,NA,8,NA,4,NA,0,NA
Tabasco,2020-04-09,113,NA,9,NA,1,NA,1,NA
Tabasco,2020-04-10,134,NA,9,NA,21,NA,0,NA
Tabasco,2020-04-11,143,NA,12,NA,9,NA,3,NA
Tabasco,2020-04-12,153,152,12,13,10,NA,0,NA
Tabasco,2020-04-13,156,158,14,15,3,6,2,2
Tabasco,2020-04-14,195,197,19,20,39,39,5,5
Tabasco,2020-04-15,210,215,21,22,15,18,2,2
Tabasco,2020-04-16,233,238,25,26,23,23,4,4
Tabasco,2020-04-17,250,255,27,28,17,17,2,2
Tabasco,2020-04-18,278,283,28,29,28,28,1,1
Tabasco,2020-04-19,335,341,38,39,57,58,10,10
Tabasco,2020-04-20,397,403,42,43,62,62,4,4
Tabasco,2020-04-21,467,473,55,56,70,70,13,13
Tabasco,2020-04-22,504,510,60,61,37,37,5,5
Tabasco,2020-04-23,592,596,67,68,88,86,7,7
Tabasco,2020-04-24,644,649,79,80,52,53,12,12
Tabasco,2020-04-25,700,707,86,87,56,58,7,7
Tabasco,2020-04-26,721,728,95,96,21,21,9,9
Tabasco,2020-04-27,812,819,99,100,91,91,4,4
Tabasco,2020-04-28,885,890,106,107,73,71,7,7
Tabasco,2020-04-29,935,941,116,117,50,51,10,10
Tabasco,2020-04-30,977,984,124,125,42,43,8,8
Tabasco,2020-05-01,1060,1066,131,132,83,82,7,7
Tabasco,2020-05-02,1070,1077,137,138,10,11,6,6
Tabasco,2020-05-03,1185,1196,145,146,115,119,8,8
Tabasco,2020-05-04,1235,1247,156,157,50,51,11,11
Tabasco,2020-05-05,1264,1277,176,178,29,30,20,21
Tabasco,2020-05-06,1305,1319,179,181,41,42,3,3
Tabasco,2020-05-07,1391,1407,188,190,86,88,9,9
Tabasco,2020-05-08,1516,1531,201,203,125,124,13,13
Tabasco,2020-05-09,1584,1598,211,213,68,67,10,10
Tabasco,2020-05-10,1638,1652,220,222,54,54,9,9
Tabasco,2020-05-11,1741,1758,232,234,103,106,12,12
Tabasco,2020-05-12,1861,1876,242,244,120,118,10,10
Tabasco,2020-05-13,1960,1976,253,256,99,100,11,12
Tabasco,2020-05-14,2049,2066,263,266,89,90,10,10
Tabasco,2020-05-15,2154,2177,275,278,105,111,12,12
Tabasco,2020-05-16,2238,2263,290,293,84,86,15,15
Tabasco,2020-05-17,2360,2381,303,306,122,118,13,13
Tabasco,2020-05-18,2468,2486,310,313,108,105,7,7
Tabasco,2020-05-19,2543,2561,329,332,75,75,19,19
Tabasco,2020-05-20,2699,2716,346,350,156,155,17,18
Tabasco,2020-05-21,2811,2824,361,365,112,108,15,15
Tabasco,2020-05-22,2917,2930,371,375,106,106,10,10
Tabasco,2020-05-23,3030,3044,387,391,113,114,16,16
Tabasco,2020-05-24,3135,3148,393,395,105,104,6,4
Tabasco,2020-05-25,3225,3236,416,418,90,88,23,23
Tabasco,2020-05-26,3355,3360,424,427,130,124,8,9
Tabasco,2020-05-27,3484,3484,436,438,129,124,12,11
Tabasco,2020-05-28,3674,3672,470,471,190,188,34,33
Tabasco,2020-05-29,3876,3872,485,487,202,200,15,16
Tabasco,2020-05-30,4015,4009,508,510,139,137,23,23
Tabasco,2020-05-31,4149,4142,520,522,134,133,12,12
Tabasco,2020-06-01,4334,4323,533,534,185,181,13,12
Tabasco,2020-06-02,4630,4609,562,563,296,286,29,29
Tabasco,2020-06-03,4829,4807,592,593,199,198,30,30
Tabasco,2020-06-04,5021,4997,610,609,192,190,18,16
Tabasco,2020-06-05,5091,5068,626,625,70,71,16,16
Tabasco,2020-06-06,5317,5293,640,640,226,225,14,15
Tabasco,2020-06-07,5497,5474,650,650,180,181,10,10
Tabasco,2020-06-08,5695,5667,665,664,198,193,15,14
Tabasco,2020-06-09,5778,5750,685,683,83,83,20,19
Tabasco,2020-06-10,5979,5949,693,692,201,199,8,9
Tabasco,2020-06-11,6120,6093,711,710,141,144,18,18
Tabasco,2020-06-12,6311,6284,716,715,191,191,5,5
Tabasco,2020-06-13,6505,6479,727,726,194,195,11,11
Tabasco,2020-06-14,6709,6682,736,735,204,203,9,9
Tabasco,2020-06-15,6939,6908,747,746,230,226,11,11
Tabasco,2020-06-16,7148,7107,758,757,209,199,11,11
Tabasco,2020-06-17,7374,7330,774,773,226,223,16,16
Tabasco,2020-06-18,7641,7593,815,813,267,263,41,40
Tabasco,2020-06-19,7866,7817,841,836,225,224,26,23
Tabasco,2020-06-20,8185,8130,859,854,319,313,18,18
Tamaulipas,2020-03-17,1,NA,0,NA,1,NA,0,NA
Tamaulipas,2020-03-18,2,NA,0,NA,1,NA,0,NA
Tamaulipas,2020-03-19,2,NA,0,NA,0,NA,0,NA
Tamaulipas,2020-03-20,2,NA,0,NA,0,NA,0,NA
Tamaulipas,2020-03-21,3,NA,0,NA,1,NA,0,NA
Tamaulipas,2020-03-22,4,NA,0,NA,1,NA,0,NA
Tamaulipas,2020-03-23,5,NA,0,NA,1,NA,0,NA
Tamaulipas,2020-03-24,5,NA,0,NA,0,NA,0,NA
Tamaulipas,2020-03-25,6,NA,0,NA,1,NA,0,NA
Tamaulipas,2020-03-26,6,NA,0,NA,0,NA,0,NA
Tamaulipas,2020-03-27,6,NA,0,NA,0,NA,0,NA
Tamaulipas,2020-03-28,6,NA,0,NA,0,NA,0,NA
Tamaulipas,2020-03-29,7,NA,0,NA,1,NA,0,NA
Tamaulipas,2020-03-30,8,NA,0,NA,1,NA,0,NA
Tamaulipas,2020-03-31,8,NA,0,NA,0,NA,0,NA
Tamaulipas,2020-04-01,9,NA,0,NA,1,NA,0,NA
Tamaulipas,2020-04-02,13,NA,0,NA,4,NA,0,NA
Tamaulipas,2020-04-03,16,NA,0,NA,3,NA,0,NA
Tamaulipas,2020-04-04,20,NA,1,NA,4,NA,1,NA
Tamaulipas,2020-04-05,26,NA,1,NA,6,NA,0,NA
Tamaulipas,2020-04-06,31,NA,1,NA,5,NA,0,NA
Tamaulipas,2020-04-07,32,NA,3,NA,1,NA,2,NA
Tamaulipas,2020-04-08,43,NA,3,NA,11,NA,0,NA
Tamaulipas,2020-04-09,46,NA,3,NA,3,NA,0,NA
Tamaulipas,2020-04-10,48,NA,3,NA,2,NA,0,NA
Tamaulipas,2020-04-11,49,NA,3,NA,1,NA,0,NA
Tamaulipas,2020-04-12,53,56,3,3,4,NA,0,NA
Tamaulipas,2020-04-13,53,57,3,3,0,1,0,0
Tamaulipas,2020-04-14,55,59,3,3,2,2,0,0
Tamaulipas,2020-04-15,60,64,4,4,5,5,1,1
Tamaulipas,2020-04-16,78,82,4,4,18,18,0,0
Tamaulipas,2020-04-17,91,95,5,5,13,13,1,1
Tamaulipas,2020-04-18,117,119,5,5,26,24,0,0
Tamaulipas,2020-04-19,127,128,5,5,10,9,0,0
Tamaulipas,2020-04-20,134,134,5,5,7,6,0,0
Tamaulipas,2020-04-21,145,145,7,7,11,11,2,2
Tamaulipas,2020-04-22,166,165,8,8,21,20,1,1
Tamaulipas,2020-04-23,191,190,9,9,25,25,1,1
Tamaulipas,2020-04-24,205,204,10,10,14,14,1,1
Tamaulipas,2020-04-25,217,216,11,11,12,12,1,1
Tamaulipas,2020-04-26,262,261,11,11,45,45,0,0
Tamaulipas,2020-04-27,288,287,12,12,26,26,1,1
Tamaulipas,2020-04-28,296,295,15,15,8,8,3,3
Tamaulipas,2020-04-29,309,308,18,18,13,13,3,3
Tamaulipas,2020-04-30,316,315,18,18,7,7,0,0
Tamaulipas,2020-05-01,340,338,20,20,24,23,2,2
Tamaulipas,2020-05-02,364,362,21,21,24,24,1,1
Tamaulipas,2020-05-03,381,380,22,22,17,18,1,1
Tamaulipas,2020-05-04,389,388,23,23,8,8,1,1
Tamaulipas,2020-05-05,397,396,26,25,8,8,3,2
Tamaulipas,2020-05-06,416,415,27,26,19,19,1,1
Tamaulipas,2020-05-07,440,440,28,27,24,25,1,1
Tamaulipas,2020-05-08,441,442,31,30,1,2,3,3
Tamaulipas,2020-05-09,710,708,37,36,269,266,6,6
Tamaulipas,2020-05-10,738,737,38,37,28,29,1,1
Tamaulipas,2020-05-11,757,756,46,44,19,19,8,7
Tamaulipas,2020-05-12,789,788,48,46,32,32,2,2
Tamaulipas,2020-05-13,801,799,50,48,12,11,2,2
Tamaulipas,2020-05-14,865,864,52,50,64,65,2,2
Tamaulipas,2020-05-15,891,890,55,53,26,26,3,3
Tamaulipas,2020-05-16,920,919,59,58,29,29,4,5
Tamaulipas,2020-05-17,941,939,59,58,21,20,0,0
Tamaulipas,2020-05-18,994,993,59,58,53,54,0,0
Tamaulipas,2020-05-19,1064,1058,69,65,70,65,10,7
Tamaulipas,2020-05-20,1084,1077,74,68,20,19,5,3
Tamaulipas,2020-05-21,1114,1105,76,70,30,28,2,2
Tamaulipas,2020-05-22,1135,1126,80,73,21,21,4,3
Tamaulipas,2020-05-23,1195,1183,82,76,60,57,2,3
Tamaulipas,2020-05-24,1224,1212,83,77,29,29,1,1
Tamaulipas,2020-05-25,1302,1289,86,80,78,77,3,3
Tamaulipas,2020-05-26,1313,1300,89,83,11,11,3,3
Tamaulipas,2020-05-27,1373,1360,95,87,60,60,6,4
Tamaulipas,2020-05-28,1454,1441,97,88,81,81,2,1
Tamaulipas,2020-05-29,1517,1504,102,94,63,63,5,6
Tamaulipas,2020-05-30,1567,1554,107,99,50,50,5,5
Tamaulipas,2020-05-31,1569,1557,108,100,2,3,1,1
Tamaulipas,2020-06-01,1660,1646,109,101,91,89,1,1
Tamaulipas,2020-06-02,1748,1730,116,107,88,84,7,6
Tamaulipas,2020-06-03,1811,1793,126,117,63,63,10,10
Tamaulipas,2020-06-04,1869,1848,129,120,58,55,3,3
Tamaulipas,2020-06-05,1974,1952,140,130,105,104,11,10
Tamaulipas,2020-06-06,2103,2077,148,138,129,125,8,8
Tamaulipas,2020-06-07,2204,2179,156,145,101,102,8,7
Tamaulipas,2020-06-08,2331,2305,158,147,127,126,2,2
Tamaulipas,2020-06-09,2428,2395,166,154,97,90,8,7
Tamaulipas,2020-06-10,2540,2506,174,162,112,111,8,8
Tamaulipas,2020-06-11,2615,2582,180,168,75,76,6,6
Tamaulipas,2020-06-12,2846,2811,188,175,231,229,8,7
Tamaulipas,2020-06-13,3003,2968,199,186,157,157,11,11
Tamaulipas,2020-06-14,3112,3076,201,187,109,108,2,1
Tamaulipas,2020-06-15,3151,3114,207,193,39,38,6,6
Tamaulipas,2020-06-16,3424,3385,218,204,273,271,11,11
Tamaulipas,2020-06-17,3558,3520,232,218,134,135,14,14
Tamaulipas,2020-06-18,3774,3733,243,229,216,213,11,11
Tamaulipas,2020-06-19,3888,3843,261,247,114,110,18,18
Tamaulipas,2020-06-20,4006,3960,270,255,118,117,9,8
Tlaxcala,2020-03-25,1,NA,0,NA,1,NA,0,NA
Tlaxcala,2020-03-26,1,NA,0,NA,0,NA,0,NA
Tlaxcala,2020-03-27,4,NA,0,NA,3,NA,0,NA
Tlaxcala,2020-03-28,4,NA,0,NA,0,NA,0,NA
Tlaxcala,2020-03-29,4,NA,0,NA,0,NA,0,NA
Tlaxcala,2020-03-30,4,NA,0,NA,0,NA,0,NA
Tlaxcala,2020-03-31,4,NA,0,NA,0,NA,0,NA
Tlaxcala,2020-04-01,5,NA,0,NA,1,NA,0,NA
Tlaxcala,2020-04-02,5,NA,0,NA,0,NA,0,NA
Tlaxcala,2020-04-03,8,NA,0,NA,3,NA,0,NA
Tlaxcala,2020-04-04,9,NA,0,NA,1,NA,0,NA
Tlaxcala,2020-04-05,11,NA,0,NA,2,NA,0,NA
Tlaxcala,2020-04-06,14,NA,0,NA,3,NA,0,NA
Tlaxcala,2020-04-07,18,NA,0,NA,4,NA,0,NA
Tlaxcala,2020-04-08,23,NA,0,NA,5,NA,0,NA
Tlaxcala,2020-04-09,29,NA,0,NA,6,NA,0,NA
Tlaxcala,2020-04-10,34,NA,1,NA,5,NA,1,NA
Tlaxcala,2020-04-11,38,NA,1,NA,4,NA,0,NA
Tlaxcala,2020-04-12,40,40,2,2,2,NA,1,NA
Tlaxcala,2020-04-13,49,47,2,2,9,7,0,0
Tlaxcala,2020-04-14,51,49,4,4,2,2,2,2
Tlaxcala,2020-04-15,58,55,4,4,7,6,0,0
Tlaxcala,2020-04-16,62,58,4,4,4,3,0,0
Tlaxcala,2020-04-17,67,62,4,4,5,4,0,0
Tlaxcala,2020-04-18,72,67,4,4,5,5,0,0
Tlaxcala,2020-04-19,76,71,4,4,4,4,0,0
Tlaxcala,2020-04-20,78,73,4,4,2,2,0,0
Tlaxcala,2020-04-21,84,78,5,5,6,5,1,1
Tlaxcala,2020-04-22,99,92,9,9,15,14,4,4
Tlaxcala,2020-04-23,107,101,10,9,8,9,1,0
Tlaxcala,2020-04-24,118,112,13,12,11,11,3,3
Tlaxcala,2020-04-25,133,127,13,12,15,15,0,0
Tlaxcala,2020-04-26,140,134,13,12,7,7,0,0
Tlaxcala,2020-04-27,145,139,15,14,5,5,2,2
Tlaxcala,2020-04-28,168,159,17,16,23,20,2,2
Tlaxcala,2020-04-29,185,179,19,18,17,20,2,2
Tlaxcala,2020-04-30,199,193,23,22,14,14,4,4
Tlaxcala,2020-05-01,224,217,23,22,25,24,0,0
Tlaxcala,2020-05-02,235,229,23,22,11,12,0,0
Tlaxcala,2020-05-03,246,238,23,22,11,9,0,0
Tlaxcala,2020-05-04,257,250,26,25,11,12,3,3
Tlaxcala,2020-05-05,269,261,30,29,12,11,4,4
Tlaxcala,2020-05-06,287,280,36,35,18,19,6,6
Tlaxcala,2020-05-07,313,304,43,42,26,24,7,7
Tlaxcala,2020-05-08,331,324,50,49,18,20,7,7
Tlaxcala,2020-05-09,364,353,53,52,33,29,3,3
Tlaxcala,2020-05-10,368,358,55,53,4,5,2,1
Tlaxcala,2020-05-11,397,386,58,56,29,28,3,3
Tlaxcala,2020-05-12,411,398,68,66,14,12,10,10
Tlaxcala,2020-05-13,452,438,75,72,41,40,7,6
Tlaxcala,2020-05-14,491,475,82,79,39,37,7,7
Tlaxcala,2020-05-15,526,509,86,83,35,34,4,4
Tlaxcala,2020-05-16,546,529,89,86,20,20,3,3
Tlaxcala,2020-05-17,571,551,91,88,25,22,2,2
Tlaxcala,2020-05-18,587,569,101,96,16,18,10,8
Tlaxcala,2020-05-19,636,618,106,102,49,49,5,6
Tlaxcala,2020-05-20,664,650,109,106,28,32,3,4
Tlaxcala,2020-05-21,690,677,117,113,26,27,8,7
Tlaxcala,2020-05-22,702,691,119,115,12,14,2,2
Tlaxcala,2020-05-23,758,749,121,117,56,58,2,2
Tlaxcala,2020-05-24,791,782,122,118,33,33,1,1
Tlaxcala,2020-05-25,836,827,134,129,45,45,12,11
Tlaxcala,2020-05-26,863,858,134,129,27,31,0,0
Tlaxcala,2020-05-27,953,944,135,130,90,86,1,1
Tlaxcala,2020-05-28,955,947,137,132,2,3,2,2
Tlaxcala,2020-05-29,979,974,147,141,24,27,10,9
Tlaxcala,2020-05-30,1004,1001,148,142,25,27,1,1
Tlaxcala,2020-05-31,1043,1042,148,142,39,41,0,0
Tlaxcala,2020-06-01,1063,1064,150,142,20,22,2,0
Tlaxcala,2020-06-02,1103,1115,151,143,40,51,1,1
Tlaxcala,2020-06-03,1135,1151,155,149,32,36,4,6
Tlaxcala,2020-06-04,1189,1206,170,165,54,55,15,16
Tlaxcala,2020-06-05,1232,1257,183,182,43,51,13,17
Tlaxcala,2020-06-06,1290,1317,186,185,58,60,3,3
Tlaxcala,2020-06-07,1304,1336,187,186,14,19,1,1
Tlaxcala,2020-06-08,1375,1413,192,193,71,77,5,7
Tlaxcala,2020-06-09,1407,1449,197,200,32,36,5,7
Tlaxcala,2020-06-10,1444,1492,204,207,37,43,7,7
Tlaxcala,2020-06-11,1501,1554,215,218,57,62,11,11
Tlaxcala,2020-06-12,1569,1624,222,225,68,70,7,7
Tlaxcala,2020-06-13,1636,1692,222,226,67,68,0,1
Tlaxcala,2020-06-14,1644,1702,228,232,8,10,6,6
Tlaxcala,2020-06-15,1691,1751,233,237,47,49,5,5
Tlaxcala,2020-06-16,1725,1791,240,245,34,40,7,8
Tlaxcala,2020-06-17,1776,1849,243,248,51,58,3,3
Tlaxcala,2020-06-18,1801,1878,247,252,25,29,4,4
Tlaxcala,2020-06-19,1838,1936,255,260,37,58,8,8
Tlaxcala,2020-06-20,1901,2000,258,263,63,64,3,3
Veracruz,2020-03-18,2,NA,0,NA,2,NA,0,NA
Veracruz,2020-03-19,2,NA,0,NA,0,NA,0,NA
Veracruz,2020-03-20,4,NA,0,NA,2,NA,0,NA
Veracruz,2020-03-21,7,NA,0,NA,3,NA,0,NA
Veracruz,2020-03-22,7,NA,0,NA,0,NA,0,NA
Veracruz,2020-03-23,7,NA,0,NA,0,NA,0,NA
Veracruz,2020-03-24,7,NA,0,NA,0,NA,0,NA
Veracruz,2020-03-25,7,NA,0,NA,0,NA,0,NA
Veracruz,2020-03-26,7,NA,0,NA,0,NA,0,NA
Veracruz,2020-03-27,17,NA,0,NA,10,NA,0,NA
Veracruz,2020-03-28,23,NA,0,NA,6,NA,0,NA
Veracruz,2020-03-29,24,NA,0,NA,1,NA,0,NA
Veracruz,2020-03-30,26,NA,1,NA,2,NA,1,NA
Veracruz,2020-03-31,27,NA,1,NA,1,NA,0,NA
Veracruz,2020-04-01,28,NA,1,NA,1,NA,0,NA
Veracruz,2020-04-02,29,NA,1,NA,1,NA,0,NA
Veracruz,2020-04-03,35,NA,2,NA,6,NA,1,NA
Veracruz,2020-04-04,37,NA,3,NA,2,NA,1,NA
Veracruz,2020-04-05,40,NA,3,NA,3,NA,0,NA
Veracruz,2020-04-06,41,NA,3,NA,1,NA,0,NA
Veracruz,2020-04-07,46,NA,3,NA,5,NA,0,NA
Veracruz,2020-04-08,49,NA,3,NA,3,NA,0,NA
Veracruz,2020-04-09,54,NA,3,NA,5,NA,0,NA
Veracruz,2020-04-10,63,NA,3,NA,9,NA,0,NA
Veracruz,2020-04-11,73,NA,3,NA,10,NA,0,NA
Veracruz,2020-04-12,78,82,3,3,5,NA,0,NA
Veracruz,2020-04-13,82,88,3,3,4,6,0,0
Veracruz,2020-04-14,94,100,5,5,12,12,2,2
Veracruz,2020-04-15,106,114,6,6,12,14,1,1
Veracruz,2020-04-16,112,121,6,6,6,7,0,0
Veracruz,2020-04-17,121,130,7,7,9,9,1,1
Veracruz,2020-04-18,124,135,8,8,3,5,1,1
Veracruz,2020-04-19,146,161,9,9,22,26,1,1
Veracruz,2020-04-20,156,171,12,13,10,10,3,4
Veracruz,2020-04-21,165,179,13,14,9,8,1,1
Veracruz,2020-04-22,195,212,18,19,30,33,5,5
Veracruz,2020-04-23,230,250,21,22,35,38,3,3
Veracruz,2020-04-24,268,288,22,24,38,38,1,2
Veracruz,2020-04-25,299,319,23,25,31,31,1,1
